grid,date,tag_left,tag_right,poop_id,poop_time,comments,id,obs,locx,locy,weight,trapping_id,squirrel_id
KL,2009-06-19,F4406,F4407,A0863,1050,released without handling,807,SBS,9.0,2.5,0,90436,11177
KL,2009-06-19,F4406,F4407,A0863,1050,released without handling,807,SBS,9.0,2.5,0,90437,11177
KL,2009-07-08,F0308,F0309,A1037,1118,Released,953,MNK,9.0,2.5,0,91140,10342
KL,2009-07-08,F0308,F0309,A1037,1118,Released,953,MNK,9.0,2.5,0,91141,10342
KL,2009-06-19,F4406,F4407,A1064,900,released without handling,980,SBS,9.0,2.5,0,90436,11177
KL,2009-06-19,F4406,F4407,A1064,900,released without handling,980,SBS,9.0,2.5,0,90437,11177
KL,2009-06-19,D8219,D8220,A1209,745,NA,1115,SBS,4.0,3.5,0,90425,10183
KL,2009-06-19,D8219,D8220,A1209,745,NA,1115,SBS,4.0,3.5,0,90426,10183
KL,2009-06-19,D8219,D8220,A1209,745,NA,1115,SBS,4.0,3.5,0,90427,10183
JO,2009-06-30,D8745,D8746,A1212,907,NA,1118,EAR,4.0,1.5,270,90782,10203
JO,2009-06-30,D8745,D8746,A1212,907,NA,1118,EAR,4.0,1.5,270,90783,10203
SU,2011-05-26,F7255,F7256,B1702,938,NA,1390,LBD,14.5,6.0,225,103813,12026
SU,2011-05-26,F7255,F7256,B1702,938,NA,1390,LBD,14.5,6.0,225,103814,12026
SU,2011-04-11,F2144,F7179,B1705,1238,Big pink growth near a nipple,1392,LBD,5.0,1.0,235,102181,10654
SU,2011-04-11,F2144,F7179,B1705,1238,Big pink growth near a nipple,1392,LBD,5.0,1.0,235,102182,10654
SU,2011-03-18,F7132,F5482,B1712,1117,"untag left hear (bad),lost tag",1397,LBD,2.5,1.0,245,101225,11976
SU,2011-03-18,F7132,F5482,B1712,1117,"untag left hear (bad),lost tag",1397,LBD,2.5,1.0,245,101226,11976
SU,2011-03-18,F7132,F5482,B1712,1117,"untag left hear (bad),lost tag",1397,LBD,2.5,1.0,245,101227,11976
SU,2011-03-18,F7132,F5482,B1712,1117,"untag left hear (bad),lost tag",1397,LBD,2.5,1.0,245,101228,11976
SU,2011-03-18,F7132,F5482,B1712,1117,"untag left hear (bad),lost tag",1397,LBD,2.5,1.0,245,101229,11976
SU,2011-03-18,F7132,F5482,B1712,1117,"untag left hear (bad),lost tag",1397,LBD,2.5,1.0,245,101230,11976
SU,2011-06-07,F8486,F8487,B1718,926,NA,1400,LBD,18.0,11.0,227,104279,12477
SU,2011-06-07,F8486,F8487,B1718,926,NA,1400,LBD,18.0,11.0,227,104280,12477
SU,2011-05-26,F3409,F3410,B1719,1124,Wean,1401,LBD,2.0,17.0,240,103809,10918
SU,2011-05-26,F3409,F3410,B1719,1124,Wean,1401,LBD,2.0,17.0,240,103810,10918
SU,2011-03-20,F3842,F3843,B1723,1138,NA,1405,LBD,14.0,7.5,280,101284,11084
SU,2011-03-20,F3842,F3843,B1723,1138,NA,1405,LBD,14.0,7.5,280,101285,11084
SU,2011-03-20,F5312,F5313,B1733,1426,NA,1410,FES,20.0,1.0,265,101286,11313
SU,2011-03-20,F5312,F5313,B1733,1426,NA,1410,FES,20.0,1.0,265,101287,11313
SU,2011-03-03,F7055,F7056,B1735,1144,NA,1412,MNK,7.0,3.0,230,100818,11945
SU,2011-03-03,F7055,F7056,B1735,1144,NA,1412,MNK,7.0,3.0,230,100819,11945
SU,2011-05-22,F7255,F7256,B1738,1014,Released,1413,LBD,14.0,7.5,0,103672,12026
SU,2011-05-22,F7255,F7256,B1738,1014,Released,1413,LBD,14.0,7.5,0,103673,12026
SU,2011-03-20,J2750,F2132,B1739,1341,NA,1414,FES,8.5,5.0,240,101308,13691
SU,2011-03-20,J2750,F2132,B1739,1341,NA,1414,FES,8.5,5.0,240,101309,13691
SU,2011-02-23,F3842,F3843,B3041,1433,20 s HT; same colours as last year,1422,FES,14.0,7.5,240,100731,11084
SU,2011-02-23,F3842,F3843,B3041,1433,20 s HT; same colours as last year,1422,FES,14.0,7.5,240,100732,11084
SU,2011-06-17,F2144,F7179,B3460,936,NA,1427,LBD,5.5,1.5,210,104629,10654
SU,2011-06-17,F2144,F7179,B3460,936,NA,1427,LBD,5.5,1.5,210,104630,10654
SU,2011-06-07,F7057,F7058,B3463,859,NA,1430,LBD,20.0,6.0,230,104269,11946
SU,2011-06-07,F7057,F7058,B3463,859,NA,1430,LBD,20.0,6.0,230,104270,11946
SU,2011-04-17,F6144,F6145,B3465,1155,NA,1432,LBD,2.5,8.5,245,102356,11577
SU,2011-04-17,F6144,F6145,B3465,1155,NA,1432,LBD,2.5,8.5,245,102357,11577
SU,2011-04-14,F7071,F7072,B3469,1613,"Released unhandled, caught earlier",1435,LBD,12.0,3.0,0,102300,11953
SU,2011-04-14,F7071,F7072,B3469,1613,"Released unhandled, caught earlier",1435,LBD,12.0,3.0,0,102301,11953
SU,2011-04-14,F7071,F7072,B3469,1613,"Released unhandled, caught earlier",1435,LBD,12.0,3.0,0,102302,11953
SU,2011-04-14,F7071,F7072,B3469,1613,"Released unhandled, caught earlier",1435,LBD,12.0,3.0,0,102303,11953
SU,2011-04-04,J2748,J2749,B3470,1034,NA,1436,KEV,7.5,1.0,239,101973,13690
SU,2011-04-04,J2748,J2749,B3470,1034,NA,1436,KEV,7.5,1.0,239,101974,13690
SU,2011-06-08,H1086,H1087,B3471,1100,NA,1437,LBD,-3.0,6.0,215,104335,13092
SU,2011-06-08,H1086,H1087,B3471,1100,NA,1437,LBD,-3.0,6.0,215,104336,13092
SU,2011-06-07,F8649,F8650,B3472,1001,NA,1438,LBD,7.5,16.0,236,104283,12550
SU,2011-06-07,F8649,F8650,B3472,1001,NA,1438,LBD,7.5,16.0,236,104284,12550
SU,2011-05-03,F7071,F7072,B3494,1040,NA,1448,LBD,15.0,2.0,221,103075,11953
SU,2011-05-03,F7071,F7072,B3494,1040,NA,1448,LBD,15.0,2.0,221,103076,11953
SU,2011-05-03,F7071,F7072,B3494,1040,NA,1448,LBD,15.0,2.0,221,103077,11953
SU,2011-05-03,F7071,F7072,B3494,1040,NA,1448,LBD,15.0,2.0,221,103078,11953
SU,2011-04-11,F7188,F5020,B3507,1130,NA,1452,LBD,5.0,1.0,235,102191,12003
SU,2011-04-11,F7188,F5020,B3507,1130,NA,1452,LBD,5.0,1.0,235,102192,12003
SU,2011-06-04,F8486,F8487,B3518,1040,NA,1459,LBD,18.0,11.0,225,104209,12477
SU,2011-06-04,F8486,F8487,B3518,1040,NA,1459,LBD,18.0,11.0,225,104210,12477
SU,2011-06-08,H1079,H1080,B3530,923,Forget to weight?,1464,LBD,-3.0,6.0,NA,104333,13089
SU,2011-06-08,H1079,H1080,B3530,923,Forget to weight?,1464,LBD,-3.0,6.0,NA,104334,13089
SU,2011-06-08,F3409,F3410,B3542,1018,P¿,1469,LBD,2.5,18.0,240,104323,10918
SU,2011-06-08,F3409,F3410,B3542,1018,P¿,1469,LBD,2.5,18.0,240,104324,10918
SU,2011-03-21,F7268,F7193,B3546,1250,NA,1472,LBD,3.0,18.0,220,101364,12032
SU,2011-03-21,F7268,F7193,B3546,1250,NA,1472,LBD,3.0,18.0,220,101365,12032
SU,2011-06-08,H1191,H1192,B3552,1118,NA,1475,LBD,-3.0,6.0,140,104341,13133
SU,2011-06-08,H1191,H1192,B3552,1118,NA,1475,LBD,-3.0,6.0,140,104342,13133
SU,2011-07-30,F2144,F7179,B3565,1016,NA,1480,LBD,5.5,1.5,225,105775,10654
SU,2011-07-30,F2144,F7179,B3565,1016,NA,1480,LBD,5.5,1.5,225,105776,10654
SU,2011-03-27,F7132,F5482,B3567,1236,couldn't find the nipples,1482,LBD,2.5,1.0,270,101570,11976
SU,2011-03-27,F7132,F5482,B3567,1236,couldn't find the nipples,1482,LBD,2.5,1.0,270,101571,11976
SU,2011-06-20,F7071,F7072,B3571,948,NA,1486,LBD,15.0,2.5,230,104669,11953
SU,2011-06-20,F7071,F7072,B3571,948,NA,1486,LBD,15.0,2.5,230,104670,11953
SU,2011-04-12,F3842,F3843,B3577,1106,NA,1490,LBD,17.0,7.0,242,102235,11084
SU,2011-04-12,F3842,F3843,B3577,1106,NA,1490,LBD,17.0,7.0,242,102236,11084
SU,2011-04-12,F3842,F3843,B3577,1106,NA,1490,LBD,17.0,7.0,242,102237,11084
SU,2011-04-12,F3842,F3843,B3577,1106,NA,1490,LBD,17.0,7.0,242,102238,11084
SU,2011-06-05,D8428,D6795,B3581,1145,NA,1492,LBD,10.0,6.0,250,104231,10191
SU,2011-06-05,D8428,D6795,B3581,1145,NA,1492,LBD,10.0,6.0,250,104232,10191
SU,2011-04-14,F7071,F7072,B3593,1457,NA,1499,LBD,12.0,3.0,225,102300,11953
SU,2011-04-14,F7071,F7072,B3593,1457,NA,1499,LBD,12.0,3.0,225,102301,11953
SU,2011-04-14,F7071,F7072,B3593,1457,NA,1499,LBD,12.0,3.0,225,102302,11953
SU,2011-04-14,F7071,F7072,B3593,1457,NA,1499,LBD,12.0,3.0,225,102303,11953
SU,2011-03-20,F2147,F2148,B3594,1401,NA,1500,LBD,20.0,6.0,235,101282,10655
SU,2011-03-20,F2147,F2148,B3594,1401,NA,1500,LBD,20.0,6.0,235,101283,10655
SU,2011-04-17,D8428,D6795,B3597,1250,NA,1501,LBD,10.0,6.0,255,102354,10191
SU,2011-04-17,D8428,D6795,B3597,1250,NA,1501,LBD,10.0,6.0,255,102355,10191
SU,2011-04-17,F8589,F8590,B3598,1047,NA,1502,LBD,8.5,9.0,241,102366,12524
SU,2011-04-17,F8589,F8590,B3598,1047,NA,1502,LBD,8.5,9.0,241,102367,12524
SU,2011-04-21,F3842,F3843,B3601,1132,NA,1504,LBD,14.0,8.0,240,102627,11084
SU,2011-04-21,F3842,F3843,B3601,1132,NA,1504,LBD,14.0,8.0,240,102628,11084
SU,2011-05-26,F8488,F8489,B3617,923,NA,1505,LBD,21.0,5.5,210,103815,12478
SU,2011-05-26,F8488,F8489,B3617,923,NA,1505,LBD,21.0,5.5,210,103816,12478
SU,2011-04-21,D8428,D6795,B3629,1021,NA,1511,LBD,10.0,6.0,261,102623,10191
SU,2011-04-21,D8428,D6795,B3629,1021,NA,1511,LBD,10.0,6.0,261,102624,10191
SU,2011-05-22,F7132,F5482,B3656,1039,NA,1515,LBD,2.0,1.5,250,103670,11976
SU,2011-05-22,F7132,F5482,B3656,1039,NA,1515,LBD,2.0,1.5,250,103671,11976
SU,2011-03-17,F7051,F7052,B3657,NA,NA,1516,LBD,21.0,1.0,215,101190,11943
SU,2011-03-17,F7051,F7052,B3657,NA,NA,1516,LBD,21.0,1.0,215,101191,11943
SU,2011-03-24,F8488,F8489,B3660,1236,NA,1517,LBD,21.5,5.0,260,101480,12478
SU,2011-03-24,F8488,F8489,B3660,1236,NA,1517,LBD,21.5,5.0,260,101481,12478
SU,2011-03-27,F7071,F7072,B3703,1412,need new colours,1525,LBD,7.5,1.0,215,101568,11953
SU,2011-03-27,F7071,F7072,B3703,1412,need new colours,1525,LBD,7.5,1.0,215,101569,11953
SU,2011-03-14,F7139,F7140,B3815,1457,NA,1562,FES,11.5,8.0,237,101072,11979
SU,2011-03-14,F7139,F7140,B3815,1457,NA,1562,FES,11.5,8.0,237,101073,11979
SU,2011-06-08,H1193,H1194,B3818,951,NA,1564,LBD,-3.0,15.5,140,104343,13134
SU,2011-06-08,H1193,H1194,B3818,951,NA,1564,LBD,-3.0,15.5,140,104344,13134
SU,2011-03-25,F8593,F8594,B3827,1413,Need to check if lac,1569,LBD,7.0,9.5,240,101524,12526
SU,2011-03-25,F8593,F8594,B3827,1413,Need to check if lac,1569,LBD,7.0,9.5,240,101525,12526
SU,2011-04-19,F7132,F5482,B3834,944,NA,1573,LBD,3.0,3.0,237,102473,11976
SU,2011-04-19,F7132,F5482,B3834,944,NA,1573,LBD,3.0,3.0,237,102474,11976
SU,2011-04-19,F7132,F5482,B3834,944,NA,1573,LBD,3.0,3.0,237,102475,11976
SU,2011-04-19,F7132,F5482,B3834,944,NA,1573,LBD,3.0,3.0,237,102476,11976
SU,2011-03-28,F8488,F8489,B3843,1046,NA,1577,LBD,21.5,5.0,270,101644,12478
SU,2011-03-28,F8488,F8489,B3843,1046,NA,1577,LBD,21.5,5.0,270,101645,12478
SU,2011-06-08,F3497,F3498,B3844,902,NA,1578,LBD,-3.5,3.0,225,104325,10946
SU,2011-06-08,F3497,F3498,B3844,902,NA,1578,LBD,-3.5,3.0,225,104326,10946
SU,2011-03-13,F3842,F3843,B3856,1334,NA,1587,FES,14.0,7.5,260,101042,11084
SU,2011-03-13,F3842,F3843,B3856,1334,NA,1587,FES,14.0,7.5,260,101043,11084
SU,2011-05-16,F5631,F5632,B3858,1027,K.15 middea,1590,LBD,11.5,15.0,245,103455,11435
SU,2011-05-16,F5631,F5632,B3858,1027,K.15 middea,1590,LBD,11.5,15.0,245,103456,11435
SU,2011-06-20,F7177,F5610,B3868,1058,NA,1594,LBD,1.0,19.0,215,104671,11997
SU,2011-06-20,F7177,F5610,B3868,1058,NA,1594,LBD,1.0,19.0,215,104672,11997
SU,2011-03-16,J2465,J2444,B3882,1439,NA,1603,FES,12.0,3.0,272,101156,13667
SU,2011-03-16,J2465,J2444,B3882,1439,NA,1603,FES,12.0,3.0,272,101157,13667
SU,2011-05-17,F8593,F8594,B3901,1126,NA,1610,LBD,7.0,9.5,230,103504,12526
SU,2011-05-17,F8593,F8594,B3901,1126,NA,1610,LBD,7.0,9.5,230,103505,12526
SU,2011-08-03,F7266,F7267,B3913,1100,3,1624,NH,15.0,4.0,244,106404,12031
SU,2011-08-03,F7266,F7267,B3913,1100,3,1624,NH,15.0,4.0,244,106405,12031
SU,2011-03-13,F6503,F6559,B3918,1502,hard rod in abdomen,1629,FES,16.0,3.0,210,101044,11722
SU,2011-03-13,F6503,F6559,B3918,1502,hard rod in abdomen,1629,FES,16.0,3.0,210,101045,11722
SU,2011-02-24,F8589,F8590,B3919,1400,0 s HT; couldn’t find nipples,1630,FES,8.5,9.0,240,100771,12524
SU,2011-02-24,F8589,F8590,B3919,1400,0 s HT; couldn’t find nipples,1630,FES,8.5,9.0,240,100772,12524
SU,2011-05-17,F8486,F8487,B3919,1052,NA,1631,LBD,18.0,11.0,231,103498,12477
SU,2011-05-17,F8486,F8487,B3919,1052,NA,1631,LBD,18.0,11.0,231,103499,12477
SU,2011-03-08,J2465,J2444,B3920,1107,VERY big P2,1632,FES,12.0,3.0,260,100934,13667
SU,2011-03-08,J2465,J2444,B3920,1107,VERY big P2,1632,FES,12.0,3.0,260,100935,13667
SU,2011-03-08,J2465,J2444,B3920,1107,VERY big P2,1632,FES,12.0,3.0,260,100936,13667
SU,2011-03-08,J2465,J2444,B3920,1107,VERY big P2,1632,FES,12.0,3.0,260,100937,13667
SU,2011-03-14,F2142,F2143,B3924,1604,NA,1635,FES,5.5,1.5,245,101070,10653
SU,2011-03-14,F2142,F2143,B3924,1604,NA,1635,FES,5.5,1.5,245,101071,10653
SU,2011-05-17,F7053,F7054,B3939,1033,NA,1647,LBD,17.5,4.5,235,103496,11944
SU,2011-05-17,F7053,F7054,B3939,1033,NA,1647,LBD,17.5,4.5,235,103497,11944
SU,2011-02-24,F7057,F7058,B3944,1439,0 s HT,1650,FES,21.5,2.5,210,100763,11946
SU,2011-02-24,F7057,F7058,B3944,1439,0 s HT,1650,FES,21.5,2.5,210,100764,11946
SU,2011-03-02,F8378,F8379,B3954,1330,NA,1655,MNK,15.0,11.0,230,100798,12432
SU,2011-03-02,F8378,F8379,B3954,1330,NA,1655,MNK,15.0,11.0,230,100799,12432
SU,2011-08-09,F7251,F7252,B3966,1535,NA,1661,LBD,1.5,15.5,235,106795,12024
SU,2011-08-09,F7251,F7252,B3966,1535,NA,1661,LBD,1.5,15.5,235,106796,12024
SU,2011-04-11,F7257,F7258,B3977,1152,NA,1666,LBD,3.5,1.0,245,102193,12027
SU,2011-04-11,F7257,F7258,B3977,1152,NA,1666,LBD,3.5,1.0,245,102194,12027
SU,2011-03-09,F5044,F5081,B3979,1135,NA,1668,FES,7.5,1.0,235,100969,11218
SU,2011-03-09,F5044,F5081,B3979,1135,NA,1668,FES,7.5,1.0,235,100970,11218
SU,2011-02-23,F5312,F5313,B3980,1147,13sHT,1670,EKS,21.0,2.0,231,100733,11313
SU,2011-02-23,F5312,F5313,B3980,1147,13sHT,1670,EKS,21.0,2.0,231,100734,11313
SU,2011-06-20,H1099,H1100,B3997,1112,lost weight scale,1682,LBD,-3.0,15.5,NA,104683,11448
SU,2011-06-20,H1099,H1100,B3997,1112,lost weight scale,1682,LBD,-3.0,15.5,NA,104684,11448
SU,2011-05-16,F8649,F8650,B4010,1043,NA,1691,LBD,9.0,14.5,230,103459,12550
SU,2011-05-16,F8649,F8650,B4010,1043,NA,1691,LBD,9.0,14.5,230,103460,12550
SU,2011-05-26,H1097,H1098,B4025,953,Released,1699,LBD,8.5,7.5,0,103823,13097
SU,2011-05-26,H1097,H1098,B4025,953,Released,1699,LBD,8.5,7.5,0,103824,13097
SU,2011-03-30,F8593,F8594,B4044,1211,NA,1706,LBD,7.0,9.0,255,101773,12526
SU,2011-03-30,F8593,F8594,B4044,1211,NA,1706,LBD,7.0,9.0,255,101774,12526
SU,2011-08-08,H1178,H1179,B4055,1125,NA,1712,LBD,10.0,1.0,187,106676,13126
SU,2011-08-08,H1178,H1179,B4055,1125,NA,1712,LBD,10.0,1.0,187,106677,13126
SU,2011-02-23,F6503,F6559,B4073,1110,22sHT,1729,EKS,16.0,3.0,217,100737,11722
SU,2011-02-23,F6503,F6559,B4073,1110,22sHT,1729,EKS,16.0,3.0,217,100738,11722
SU,2011-05-20,F8384,F8385,B4078,1037,NA,1733,LBD,15.0,12.0,217,103642,12435
SU,2011-05-20,F8384,F8385,B4078,1037,NA,1733,LBD,15.0,12.0,217,103643,12435
SU,2011-02-24,F8492,F8493,B4081,1449,9 s HT; colours need changing!,1735,FES,20.5,4.0,257,100769,12480
SU,2011-02-24,F8492,F8493,B4081,1449,9 s HT; colours need changing!,1735,FES,20.5,4.0,257,100770,12480
SU,2011-03-20,F8488,F8489,B4089,1252,NA,1741,LBD,21.5,5.0,250,101300,12478
SU,2011-03-20,F8488,F8489,B4089,1252,NA,1741,LBD,21.5,5.0,250,101301,12478
SU,2011-03-20,F8488,F8489,B4089,1252,NA,1741,LBD,21.5,5.0,250,101302,12478
SU,2011-03-20,F8488,F8489,B4089,1252,NA,1741,LBD,21.5,5.0,250,101303,12478
SU,2011-05-16,F8378,F8379,B4091,1008,NA,1743,LBD,15.0,11.0,225,103457,12432
SU,2011-05-16,F8378,F8379,B4091,1008,NA,1743,LBD,15.0,11.0,225,103458,12432
SU,2011-03-16,D8428,D6795,B4149,1312,NA,1753,LBD,8.5,7.5,260,101143,10191
SU,2011-03-16,D8428,D6795,B4149,1312,NA,1753,LBD,8.5,7.5,260,101144,10191
SU,2011-02-23,F6003,F6004,B4252,1347,5sHT,1759,EKS,20.0,3.0,262,100735,11531
SU,2011-02-23,F6003,F6004,B4252,1347,5sHT,1759,EKS,20.0,3.0,262,100736,11531
SU,2011-05-17,F8589,F8590,B4521,1137,NA,1770,LBD,8.5,9.5,225,103502,12524
SU,2011-05-17,F8589,F8590,B4521,1137,NA,1770,LBD,8.5,9.5,225,103503,12524
SU,2011-03-13,J2465,J2444,B4532,1448,NA,1773,FES,12.0,3.0,265,101048,13667
SU,2011-03-13,J2465,J2444,B4532,1448,NA,1773,FES,12.0,3.0,265,101049,13667
SU,2011-03-20,F7194,F7195,B4575,1226,NA,1779,LBD,20.0,1.0,255,101298,12005
SU,2011-03-20,F7194,F7195,B4575,1226,NA,1779,LBD,20.0,1.0,255,101299,12005
SU,2011-05-20,F8378,F8379,B4591,1030,NA,1782,LBD,15.5,12.5,235,103640,12432
SU,2011-05-20,F8378,F8379,B4591,1030,NA,1782,LBD,15.5,12.5,235,103641,12432
SU,2011-06-08,H1099,H1100,C0001,958,NA,1784,LBD,-3.0,15.5,220,104339,11448
SU,2011-06-08,H1099,H1100,C0001,958,NA,1784,LBD,-3.0,15.5,220,104340,11448
SU,2011-04-01,F7255,F7256,C0005,1157,NA,1786,LBD,15.0,7.0,240,101858,12026
SU,2011-04-01,F7255,F7256,C0005,1157,NA,1786,LBD,15.0,7.0,240,101859,12026
SU,2011-04-17,F7132,F5482,C0006,1016,NA,1787,LBD,2.0,1.5,247,102362,11976
SU,2011-04-17,F7132,F5482,C0006,1016,NA,1787,LBD,2.0,1.5,247,102363,11976
