grid,date,tag_left,tag_right,poop_id,poop_time,comments,id,obs,locx,locy,weight,trapping_id,squirrel_id
SU,2011-06-27,F6144,F6145,C1834,1132,NA,2817,LBD,2.5,9.5,240,104936,11577
SU,2011-06-27,F6144,F6145,C1834,1132,NA,2817,LBD,2.5,9.5,240,104937,11577
SU,2011-06-23,F6051,F6052,C1841,1102,NA,2821,LBD,21.0,5.5,165,104782,11545
SU,2011-06-23,F6051,F6052,C1841,1102,NA,2821,LBD,21.0,5.5,165,104783,11545
SU,2011-06-21,F7255,F7256,C1853,937,NA,2829,LBD,14.0,7.5,227,104715,12026
SU,2011-06-21,F7255,F7256,C1853,937,NA,2829,LBD,14.0,7.5,227,104716,12026
SU,2011-06-23,F6144,F6145,C1881,1013,"P3? Big female, big stomac possibly pregnant",2845,LBD,2.5,9.5,245,104784,11577
SU,2011-06-23,F6144,F6145,C1881,1013,"P3? Big female, big stomac possibly pregnant",2845,LBD,2.5,9.5,245,104785,11577
SU,2011-06-23,F8384,F8385,C1884,1040,NA,2847,LBD,14.5,11.0,222,104790,12435
SU,2011-06-23,F8384,F8385,C1884,1040,NA,2847,LBD,14.5,11.0,222,104791,12435
SU,2011-07-24,F6142,F6143,C1906,905,NA,2856,LBD,3.5,4.0,255,105735,11576
SU,2011-07-24,F6142,F6143,C1906,905,NA,2856,LBD,3.5,4.0,255,105736,11576
SU,2011-06-26,F7053,F7054,C1909,1030,NA,2857,LBD,18.0,4.0,235,104873,11944
SU,2011-06-26,F7053,F7054,C1909,1030,NA,2857,LBD,18.0,4.0,235,104874,11944
SU,2011-06-22,F7057,F7058,C1914,1204,NA,2861,LBD,20.0,6.0,215,104741,11946
SU,2011-06-22,F7057,F7058,C1914,1204,NA,2861,LBD,20.0,6.0,215,104742,11946
SU,2011-06-23,F8488,F8489,C1955,1150,NA,2887,LBD,21.5,7.5,215,104792,12478
SU,2011-06-23,F8488,F8489,C1955,1150,NA,2887,LBD,21.5,7.5,215,104793,12478
SU,2011-06-27,J2465,J2444,C1962,1026,NA,2889,LBD,10.0,6.0,241,104950,13667
SU,2011-06-27,J2465,J2444,C1962,1026,NA,2889,LBD,10.0,6.0,241,104951,13667
SU,2011-06-26,F6503,F6559,C1970,1007,NA,2896,LBD,16.0,3.0,220,104871,11722
SU,2011-06-26,F6503,F6559,C1970,1007,NA,2896,LBD,16.0,3.0,220,104872,11722
SU,2011-06-26,F8486,F8487,C1980,1108,NA,2902,LBD,18.0,11.0,220,104883,12477
SU,2011-06-26,F8486,F8487,C1980,1108,NA,2902,LBD,18.0,11.0,220,104884,12477
SU,2011-06-27,F7071,F7072,C1984,1011,NA,2904,LBD,13.0,2.0,235,104940,11953
SU,2011-06-27,F7071,F7072,C1984,1011,NA,2904,LBD,13.0,2.0,235,104941,11953
SU,2011-06-22,D8428,D6795,C1990,1127,NA,2909,LBD,9.0,6.0,258,104739,10191
SU,2011-06-22,D8428,D6795,C1990,1127,NA,2909,LBD,9.0,6.0,258,104740,10191
SU,2011-06-26,F8589,F8590,C1994,1131,NA,2911,LBD,10.0,9.0,225,104885,12524
SU,2011-06-26,F8589,F8590,C1994,1131,NA,2911,LBD,10.0,9.0,225,104886,12524
SU,2011-07-02,H1187,H1188,C1998,1026,NA,2915,LBD,13.0,2.0,125,104987,13131
SU,2011-07-02,H1187,H1188,C1998,1026,NA,2915,LBD,13.0,2.0,125,104988,13131
SU,2011-08-08,J2750,F2132,C2058,933,NA,2924,LBD,7.0,5.5,255,106682,13691
SU,2011-08-08,J2750,F2132,C2058,933,NA,2924,LBD,7.0,5.5,255,106683,13691
SU,2011-08-09,F6503,F6559,C2081,856,NA,2930,LBD,16.0,3.0,235,106779,11722
SU,2011-08-09,F6503,F6559,C2081,856,NA,2930,LBD,16.0,3.0,235,106780,11722
SU,2011-08-09,F7057,F7058,C2093,938,NA,2932,LBD,20.0,6.0,NA,106783,11946
SU,2011-08-09,F7057,F7058,C2093,938,NA,2932,LBD,20.0,6.0,NA,106784,11946
SU,2011-08-07,F8593,F8594,C2116,948,NA,2940,LBD,7.0,9.5,260,106595,12526
SU,2011-08-07,F8593,F8594,C2116,948,NA,2940,LBD,7.0,9.5,260,106596,12526
SU,2011-08-09,F8378,F8379,C2128,1044,NA,2942,LBD,15.5,11.0,237,106805,12432
SU,2011-08-09,F8378,F8379,C2128,1044,NA,2942,LBD,15.5,11.0,237,106806,12432
SU,2011-08-09,F6003,F6004,C2131,856,NA,2944,LBD,20.0,3.0,255,106777,11531
SU,2011-08-09,F6003,F6004,C2131,856,NA,2944,LBD,20.0,3.0,255,106778,11531
SU,2011-08-09,F7071,F7072,C2141,903,NA,2945,LBD,15.0,2.5,250,106785,11953
SU,2011-08-09,F7071,F7072,C2141,903,NA,2945,LBD,15.0,2.5,250,106786,11953
SU,2011-08-07,F7272,F7273,C2142,938,NA,2946,LBD,7.0,8.0,250,106591,12033
SU,2011-08-07,F7272,F7273,C2142,938,NA,2946,LBD,7.0,8.0,250,106592,12033
SU,2011-08-07,H1086,H1087,C2182,1500,NA,2961,LBD,-3.0,6.0,220,106597,13092
SU,2011-08-07,H1086,H1087,C2182,1500,NA,2961,LBD,-3.0,6.0,220,106598,13092
SU,2011-08-07,F0430,F0431,C2191,1430,NA,2964,LBD,4.0,9.0,287,106575,10358
SU,2011-08-07,F0430,F0431,C2191,1430,NA,2964,LBD,4.0,9.0,287,106576,10358
SU,2011-08-07,F7177,F5610,C2195,1114,NA,2967,LBD,1.0,19.0,230,106583,11997
SU,2011-08-07,F7177,F5610,C2195,1114,NA,2967,LBD,1.0,19.0,230,106584,11997
SU,2011-08-05,H1094,H1095,C2201,1312,NA,2970,LBD,3.5,5.5,265,106529,13096
SU,2011-08-05,H1094,H1095,C2201,1312,NA,2970,LBD,3.5,5.5,265,106530,13096
SU,2011-08-08,F5631,F5632,C2206,1009,NA,2972,LBD,11.5,15.0,255,106660,11435
SU,2011-08-08,F5631,F5632,C2206,1009,NA,2972,LBD,11.5,15.0,255,106661,11435
SU,2011-08-07,F3409,F3410,C2213,1055,NA,2973,LBD,2.5,18.0,240,106579,10918
SU,2011-08-07,F3409,F3410,C2213,1055,NA,2973,LBD,2.5,18.0,240,106580,10918
SU,2011-08-08,H1182,H1183,C2224,1019,NA,2978,LBD,12.5,12.5,210,106678,13128
SU,2011-08-08,H1182,H1183,C2224,1019,NA,2978,LBD,12.5,12.5,210,106679,13128
SU,2011-08-07,F6144,F6145,C2225,1143,NA,2979,LBD,2.5,9.5,252,106581,11577
SU,2011-08-07,F6144,F6145,C2225,1143,NA,2979,LBD,2.5,9.5,252,106582,11577
SU,2011-08-07,F7178,F7181,C2226,958,NA,2980,LBD,5.0,11.5,240,106585,11998
SU,2011-08-07,F7178,F7181,C2226,958,NA,2980,LBD,5.0,11.5,240,106586,11998
SU,2011-08-05,J2748,J2749,C2230,945,NA,2983,LBD,7.0,3.0,250,106535,13690
SU,2011-08-05,J2748,J2749,C2230,945,NA,2983,LBD,7.0,3.0,250,106536,13690
SU,2011-08-03,H1057,H1058,C2233,1016,"Mark-recapture,round 5, 10:00",2985,LBD,10.0,5.0,125,106424,13085
SU,2011-08-03,H1057,H1058,C2233,1016,"Mark-recapture,round 5, 10:00",2985,LBD,10.0,5.0,125,106425,13085
SU,2011-08-04,H1185,H1186,C2235,945,NA,2986,LBD,5.5,4.5,NA,106478,13130
SU,2011-08-04,H1185,H1186,C2235,945,NA,2986,LBD,5.5,4.5,NA,106479,13130
SU,2011-08-08,F6146,F6147,C2243,946,NA,2990,LBD,7.5,14.5,260,106662,11578
SU,2011-08-08,F6146,F6147,C2243,946,NA,2990,LBD,7.5,14.5,260,106663,11578
SU,2011-08-09,H0765,H0766,C2247,1622,NA,2991,LBD,0.5,17.5,227,106815,12973
SU,2011-08-09,H0765,H0766,C2247,1622,NA,2991,LBD,0.5,17.5,227,106816,12973
SU,2011-08-08,F3826,F3827,C2301,915,NA,2994,LBD,11.5,1.0,250,106658,11078
SU,2011-08-08,F3826,F3827,C2301,915,NA,2994,LBD,11.5,1.0,250,106659,11078
SU,2011-08-07,F7185,F7186,C2311,1042,NA,2995,LBD,4.5,17.5,245,106587,12491
SU,2011-08-07,F7185,F7186,C2311,1042,NA,2995,LBD,4.5,17.5,245,106588,12491
SU,2011-07-30,H0767,H0768,C2313,1051,NA,2997,LBD,1.5,1.5,233,105794,12974
SU,2011-07-30,H0767,H0768,C2313,1051,NA,2997,LBD,1.5,1.5,233,105795,12974
SU,2011-08-09,H1187,H1188,C2324,846,NA,3001,LBD,12.5,1.0,190,106823,13131
SU,2011-08-09,H1187,H1188,C2324,846,NA,3001,LBD,12.5,1.0,190,106824,13131
SU,2011-08-09,F8384,F8385,C2340,1053,NA,3005,LBD,14.5,11.0,235,106809,12435
SU,2011-08-09,F8384,F8385,C2340,1053,NA,3005,LBD,14.5,11.0,235,106810,12435
SU,2011-08-09,F7255,F7256,C2344,1104,NA,3008,LBD,14.0,7.5,240,106797,12026
SU,2011-08-09,F7255,F7256,C2344,1104,NA,3008,LBD,14.0,7.5,240,106798,12026
SU,2011-08-09,F7262,F7263,C2348,1645,NA,3010,LBD,2.5,12.5,270,106799,12029
SU,2011-08-09,F7262,F7263,C2348,1645,NA,3010,LBD,2.5,12.5,270,106800,12029
SU,2011-08-08,F7069,F7070,C2354,1111,NA,3013,LBD,11.0,3.5,225,106664,11952
SU,2011-08-08,F7069,F7070,C2354,1111,NA,3013,LBD,11.0,3.5,225,106665,11952
SU,2011-08-08,F8649,F8650,C2365,1e3,NA,3016,LBD,9.0,14.0,240,106674,12550
SU,2011-08-08,F8649,F8650,C2365,1e3,NA,3016,LBD,9.0,14.0,240,106675,12550
SU,2011-07-30,F7132,F5482,C2368,1046,NA,3018,LBD,2.5,1.0,158,105783,11976
SU,2011-07-30,F7132,F5482,C2368,1046,NA,3018,LBD,2.5,1.0,158,105784,11976
SU,2011-08-09,F7145,F7146,C2370,1002,NA,3019,LBD,19.0,8.0,255,106787,12479
SU,2011-08-09,F7145,F7146,C2370,1002,NA,3019,LBD,19.0,8.0,255,106788,12479
SU,2011-08-05,F5628,F5629,C2373,1046,NA,3020,LBD,2.5,8.5,245,106524,11434
SU,2011-08-05,F5628,F5629,C2373,1046,NA,3020,LBD,2.5,8.5,245,106525,11434
SU,2011-07-12,H1178,H1179,C2407,1144,probably siblings with G*/Y,3033,LBD,10.0,1.0,123,105668,13126
SU,2011-07-12,H1178,H1179,C2407,1144,probably siblings with G*/Y,3033,LBD,10.0,1.0,123,105669,13126
SU,2011-06-30,F8024,F8025,C2412,1110,NA,3036,LBD,6.5,16.0,237,104964,12301
SU,2011-06-30,F8024,F8025,C2412,1110,NA,3036,LBD,6.5,16.0,237,104965,12301
SU,2011-08-09,H1099,H1100,C2418,1551,NA,3040,LBD,-3.0,15.5,230,106819,11448
SU,2011-08-09,H1099,H1100,C2418,1551,NA,3040,LBD,-3.0,15.5,230,106820,11448
SU,2011-07-02,D8428,D6795,C2420,1048,NA,3042,LBD,10.0,6.0,261,104981,10191
SU,2011-07-02,D8428,D6795,C2420,1048,NA,3042,LBD,10.0,6.0,261,104982,10191
SU,2011-07-09,H1187,H1188,C2446,926,NA,3051,LBD,13.0,2.0,NA,105556,13131
SU,2011-07-09,H1187,H1188,C2446,926,NA,3051,LBD,13.0,2.0,NA,105557,13131
SU,2011-08-09,H1184,F5634,C2501,1117,NA,3053,LBD,14.0,5.5,265,106821,13129
SU,2011-08-09,H1184,F5634,C2501,1117,NA,3053,LBD,14.0,5.5,265,106822,13129
SU,2011-07-10,F3409,F3410,C2505,945,NA,3055,LBD,3.0,18.0,230,105646,10918
SU,2011-07-10,F3409,F3410,C2505,945,NA,3055,LBD,3.0,18.0,230,105647,10918
SU,2011-07-09,F6142,F6143,C2511,946,NA,3059,LBD,3.5,4.0,200,105546,11576
SU,2011-07-09,F6142,F6143,C2511,946,NA,3059,LBD,3.5,4.0,200,105547,11576
SU,2011-06-30,F7071,F7072,C2527,1026,NA,3067,LBD,13.0,2.0,240,104962,11953
SU,2011-06-30,F7071,F7072,C2527,1026,NA,3067,LBD,13.0,2.0,240,104963,11953
SU,2011-08-03,F2147,F2148,C2533,1215,"Mark-recapture, round 6, 11:30",3071,LBD,16.0,5.0,255,106370,10655
SU,2011-08-03,F2147,F2148,C2533,1215,"Mark-recapture, round 6, 11:30",3071,LBD,16.0,5.0,255,106371,10655
SU,2011-08-03,F2147,F2148,C2533,1215,"Mark-recapture, round 6, 11:30",3071,LBD,16.0,5.0,255,106372,10655
SU,2011-08-03,F2147,F2148,C2533,1215,"Mark-recapture, round 6, 11:30",3071,LBD,16.0,5.0,255,106373,10655
SU,2011-08-07,F3310,F3311,C2539,931,NA,3074,LBD,3.5,6.5,250,106577,10878
SU,2011-08-07,F3310,F3311,C2539,931,NA,3074,LBD,3.5,6.5,250,106578,10878
SU,2011-07-30,F3497,F3498,C2540,1113,NA,3075,LBD,-5.0,5.0,246,105777,10946
SU,2011-07-30,F3497,F3498,C2540,1113,NA,3075,LBD,-5.0,5.0,246,105778,10946
SU,2011-08-05,H1097,H1098,C2543,1004,NA,3077,LBD,8.0,7.0,240,106531,13097
SU,2011-08-05,H1097,H1098,C2543,1004,NA,3077,LBD,8.0,7.0,240,106532,13097
SU,2011-08-08,F7253,F7254,C2547,1035,NA,3079,LBD,10.5,10.5,245,106668,12025
SU,2011-08-08,F7253,F7254,C2547,1035,NA,3079,LBD,10.5,10.5,245,106669,12025
SU,2011-08-08,J2465,J2444,C2553,902,NA,3084,LBD,9.0,2.5,230,106680,13667
SU,2011-08-08,J2465,J2444,C2553,902,NA,3084,LBD,9.0,2.5,230,106681,13667
SU,2011-07-03,H1185,H1186,C2556,1100,NA,3086,LBD,8.5,1.5,115,105014,13130
SU,2011-07-03,H1185,H1186,C2556,1100,NA,3086,LBD,8.5,1.5,115,105015,13130
SU,2011-08-09,F7180,H1096,C2571,955,NA,3090,LBD,20.5,7.5,265,106789,11999
SU,2011-08-09,F7180,H1096,C2571,955,NA,3090,LBD,20.5,7.5,265,106790,11999
SU,2011-08-07,F7257,F7258,C2575,1026,NA,3093,LBD,4.0,15.0,260,106589,12027
SU,2011-08-07,F7257,F7258,C2575,1026,NA,3093,LBD,4.0,15.0,260,106590,12027
SU,2011-08-09,F7053,F7054,C2579,929,NA,3095,LBD,18.0,4.0,240,106781,11944
SU,2011-08-09,F7053,F7054,C2579,929,NA,3095,LBD,18.0,4.0,240,106782,11944
SU,2011-08-09,F7268,F7193,C2595,1632,NA,3103,LBD,3.0,18.0,260,106801,12032
SU,2011-08-09,F7268,F7193,C2595,1632,NA,3103,LBD,3.0,18.0,260,106802,12032
SU,2011-07-30,F6142,F6143,C4444,1036,NA,3104,LBD,3.5,4.0,263,105781,11576
SU,2011-07-30,F6142,F6143,C4444,1036,NA,3104,LBD,3.5,4.0,263,105782,11576
SU,2011-07-24,F2144,F7179,C7593,856,Released,3107,LBD,5.5,1.5,0,105733,10654
SU,2011-07-24,F2144,F7179,C7593,856,Released,3107,LBD,5.5,1.5,0,105734,10654
AG,2009-06-01,F4702,0,A0732,1114,"Released, already handled during the day",692,SKP,4.0,22.5,0,89698,11193
AG,2009-06-01,F4702,0,A0732,1114,"Released, already handled during the day",692,SKP,4.0,22.5,0,89699,11193
AG,2009-07-23,F4943,0,A1410,830,Released without handling,1247,SBS,11.5,0.0,0,91656,11210
AG,2009-07-23,F4943,0,A1410,830,Released without handling,1247,SBS,11.5,0.0,0,91657,11210
SU,2011-03-03,F2144,F2145,B3624,1459,NA,1509,MNK,5.5,1.5,240,100816,10654
SU,2011-03-03,F2144,F2145,B3624,1459,NA,1509,MNK,5.5,1.5,240,100817,10654
SU,2011-04-11,F8451,F8452,B3796,1021,NA,1555,LBD,-1.5,2.5,242,102195,12462
SU,2011-04-11,F8451,F8452,B3796,1021,NA,1555,LBD,-1.5,2.5,242,102196,12462
SU,2011-04-19,F8451,F8452,B3993,1006,NA,1679,LBD,-1.5,2.5,245,102478,12462
SU,2011-04-19,F8451,F8452,B3993,1006,NA,1679,LBD,-1.5,2.5,245,102479,12462
SU,2011-04-07,F8451,F8452,B4352,1101,NA,1764,LBD,-1.5,2.5,237,102117,12462
SU,2011-04-07,F8451,F8452,B4352,1101,NA,1764,LBD,-1.5,2.5,237,102118,12462
SU,2011-03-27,F8451,F8452,C0320,1254,NA,1964,LBD,-1.5,2.0,230,101576,12462
SU,2011-03-27,F8451,F8452,C0320,1254,NA,1964,LBD,-1.5,2.0,230,101577,12462
SU,2011-03-21,F2144,F2145,C0377,1158,NA,1996,LBD,5.5,1.5,240,101360,10654
SU,2011-03-21,F2144,F2145,C0377,1158,NA,1996,LBD,5.5,1.5,240,101361,10654
SU,2011-03-21,F8451,F8452,C0468,1217,NA,2053,LBD,-1.5,2.5,270,101368,12462
SU,2011-03-21,F8451,F8452,C0468,1217,NA,2053,LBD,-1.5,2.5,270,101369,12462
SU,2011-03-15,F8451,F8452,C0484,1402,BIG P2,2061,FES,-1.5,2.5,260,101109,12462
SU,2011-03-15,F8451,F8452,C0484,1402,BIG P2,2061,FES,-1.5,2.5,260,101110,12462
SU,2011-03-15,F2144,F2145,C0521,1502,unsure of P1 status - P2 when last caught 2 weeks ago!,2087,FES,5.5,1.5,235,101097,10654
SU,2011-03-15,F2144,F2145,C0521,1502,unsure of P1 status - P2 when last caught 2 weeks ago!,2087,FES,5.5,1.5,235,101098,10654
SU,2011-05-31,F3636,F3635,C0735,1047,NA,2224,LBD,-2.0,4.0,145,104015,11002
SU,2011-05-31,F3636,F3635,C0735,1047,NA,2224,LBD,-2.0,4.0,145,104016,11002
SU,2011-06-17,F8451,F8452,C0953,948,NA,2365,LBD,-1.5,2.5,230,104635,12462
SU,2011-06-17,F8451,F8452,C0953,948,NA,2365,LBD,-1.5,2.5,230,104636,12462
SU,2011-05-29,F8451,F8452,C1707,1019,NA,2751,LBD,-1.5,2.5,230,103921,12462
SU,2011-05-29,F8451,F8452,C1707,1019,NA,2751,LBD,-1.5,2.5,230,103922,12462
SU,2011-07-30,F8451,F8452,C1977,1102,NA,2900,LBD,-1.5,2.5,235,105790,12462
SU,2011-07-30,F8451,F8452,C1977,1102,NA,2900,LBD,-1.5,2.5,235,105791,12462
SU,2011-04-17,F7128,F7129,B3457,1228,Couldn t find nipples,1426,LBD,11.0,6.5,215,102370,19267
SU,2011-04-17,F7128,F7129,B3457,1228,Couldn t find nipples,1426,LBD,11.0,6.5,215,102371,19267
SU,2011-06-15,F7128,F7129,B3726,947,NA,1530,LBD,11.0,6.5,220,104570,19267
SU,2011-06-15,F7128,F7129,B3726,947,NA,1530,LBD,11.0,6.5,220,104571,19267
SU,2011-05-23,F7128,F7129,B3929,947,NA,1641,LBD,13.0,7.5,222,103715,19267
SU,2011-05-23,F7128,F7129,B3929,947,NA,1641,LBD,13.0,7.5,222,103716,19267
SU,2011-03-02,F5633,F5634,B3991,1346,NA,1677,MNK,14.0,5.5,255,100800,13129
SU,2011-03-02,F5633,F5634,B3991,1346,NA,1677,MNK,14.0,5.5,255,100801,13129
SU,2011-02-23,F3426,F3427,B4397,1249,18 s HT,1766,FES,13.0,4.5,250,100743,12139
SU,2011-02-23,F3426,F3427,B4397,1249,18 s HT,1766,FES,13.0,4.5,250,100744,12139
SU,2011-03-16,F3426,F3427,C0318,1441,NA,1963,FES,12.0,3.0,235,101150,12139
SU,2011-03-16,F3426,F3427,C0318,1441,NA,1963,FES,12.0,3.0,235,101151,12139
SU,2011-03-27,F7128,F7129,C0470,1342,NA,2054,LBD,11.0,6.5,220,101584,19267
SU,2011-03-27,F7128,F7129,C0470,1342,NA,2054,LBD,11.0,6.5,220,101585,19267
SU,2011-03-22,F7191,F7192,C0479,1308,NA,2059,LBD,8.5,12.0,240,101405,12e3
SU,2011-03-22,F7191,F7192,C0479,1308,NA,2059,LBD,8.5,12.0,240,101406,12e3
SU,2011-04-22,F7128,F7129,C0859,1036,Can t find nipple,2307,LBD,10.0,6.0,225,102692,19267
SU,2011-04-22,F7128,F7129,C0859,1036,Can t find nipple,2307,LBD,10.0,6.0,225,102693,19267
SU,2011-05-05,F7128,F7129,C1447,1024,NA,2559,LBD,11.0,6.5,221,103171,19267
SU,2011-05-05,F7128,F7129,C1447,1024,NA,2559,LBD,11.0,6.5,221,103172,19267
SU,2011-08-08,F7128,F7129,C2080,924,NA,2929,LBD,11.0,6.5,245,106684,19267
SU,2011-08-08,F7128,F7129,C2080,924,NA,2929,LBD,11.0,6.5,245,106685,19267
SU,2011-08-08,F3426,F3427,C2158,1044,NA,2953,LBD,13.0,4.5,245,106670,12139
SU,2011-08-08,F3426,F3427,C2158,1044,NA,2953,LBD,13.0,4.5,245,106671,12139
SU,2011-08-05,F8174,F8763,C2188,1032,NA,2963,LBD,2.0,6.0,245,106520,10037
SU,2011-08-05,F8174,F8763,C2188,1032,NA,2963,LBD,2.0,6.0,245,106521,10037
SU,2011-08-08,H0553,H1078,C2242,1027,NA,2989,LBD,12.0,10.5,245,106654,10043
SU,2011-08-08,H0553,H1078,C2242,1027,NA,2989,LBD,12.0,10.5,245,106655,10043
